STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
24,031,700104,5356,39.190531,-77.179691
24,031,700105,6528,39.182151,-77.163121
24,031,700204,2124,39.308297,-77.219376
24,031,700205,6312,39.242756,-77.226455
24,031,700206,5749,39.254132,-77.191113
24,031,700207,5638,39.274527,-77.210311
24,031,700208,2218,39.286556,-77.189561
24,031,700304,7692,39.206189,-77.258098
24,031,700306,7157,39.171882,-77.285945
24,031,700308,5720,39.194428,-77.276974
24,031,700309,5362,39.185775,-77.268774
24,031,700310,5267,39.182183,-77.278664
24,031,700311,6736,39.236482,-77.261496
24,031,700312,6126,39.245326,-77.284669
24,031,700400,2256,39.214495,-77.367637
24,031,700500,6295,39.142685,-77.411486
24,031,700604,6802,39.106781,-77.283725
24,031,700606,4327,39.095816,-77.238918
24,031,700607,8001,39.091616,-77.225086
24,031,700608,5968,39.064478,-77.255743
24,031,700610,2021,39.13454,-77.251776
24,031,700611,6352,39.161572,-77.301853
24,031,700613,6434,39.149863,-77.285737
24,031,700614,5341,39.153264,-77.27225
24,031,700615,3032,39.100129,-77.259767
24,031,700616,4497,39.109285,-77.25062
24,031,700704,2952,39.134136,-77.185857
24,031,700706,3447,39.147685,-77.227648
24,031,700710,6888,39.1477,-77.157287
24,031,700711,5912,39.136724,-77.163502
24,031,700713,5471,39.157463,-77.198581
24,031,700715,5969,39.169944,-77.185405
24,031,700716,7729,39.159718,-77.173271
24,031,700717,5877,39.131504,-77.198254
24,031,700718,4329,39.115266,-77.173675
24,031,700719,7590,39.147046,-77.188285
24,031,700720,3499,39.149643,-77.176575
24,031,700721,2621,39.161456,-77.205574
24,031,700722,4418,39.162013,-77.215504
24,031,700723,3387,39.147329,-77.199559
24,031,700724,3154,39.137219,-77.207394
24,031,700810,5142,39.186217,-77.206307
24,031,700811,4591,39.182827,-77.19296
24,031,700812,4177,39.171774,-77.19869
24,031,700813,5626,39.172042,-77.21159
24,031,700815,7546,39.163508,-77.269557
24,031,700816,7886,39.120875,-77.210138
24,031,700817,5197,39.111266,-77.200718
24,031,700818,6078,39.171711,-77.260754
24,031,700819,6651,39.168209,-77.251266
24,031,700820,2898,39.143736,-77.231316
24,031,700822,1568,39.137973,-77.227509
24,031,700823,3464,39.132625,-77.23603
24,031,700824,2736,39.120316,-77.245579
24,031,700826,5944,39.119589,-77.234278
24,031,700828,2468,39.108778,-77.224832
24,031,700829,3067,39.119062,-77.222317
24,031,700830,2520,39.189083,-77.243319
24,031,700832,2958,39.171929,-77.239919
24,031,700833,4251,39.177102,-77.230743
24,031,700834,4885,39.187554,-77.23608
24,031,700835,4616,39.200008,-77.235966
24,031,700901,4058,39.086346,-77.152009
24,031,700902,3759,39.089126,-77.142987
24,031,700903,1920,39.088999,-77.128978
24,031,700904,2578,39.066119,-77.130011
24,031,700905,3922,39.059095,-77.13027
24,031,701001,5421,39.071899,-77.149527
24,031,701002,3675,39.063164,-77.167073
24,031,701004,5055,39.098497,-77.166647
24,031,701005,3337,39.083324,-77.163661
24,031,701006,5549,39.08169,-77.180843
24,031,701007,3158,39.095909,-77.190307
24,031,701101,4636,39.080268,-77.122336
24,031,701102,6306,39.072604,-77.124945
24,031,701201,6012,39.050568,-77.097944
24,031,701202,2726,39.037606,-77.099096
24,031,701205,6370,39.043395,-77.13769
24,031,701206,6366,39.048581,-77.167947
24,031,701210,3948,39.064118,-77.18444
24,031,701211,6651,39.112286,-77.159876
24,031,701212,2714,39.127278,-77.137846
24,031,701213,5458,39.036851,-77.116155
24,031,701214,2793,39.029022,-77.098177
24,031,701215,4393,39.027515,-77.10949
24,031,701216,4157,39.048732,-77.11418
24,031,701218,2737,39.05498,-77.120952
24,031,701219,3121,39.064582,-77.111644
24,031,701220,3973,39.072846,-77.211216
24,031,701221,4553,39.087214,-77.206776
24,031,701303,3709,39.104789,-77.100394
24,031,701304,6038,39.168535,-77.071238
24,031,701306,3064,39.14194,-77.094068
24,031,701307,3576,39.157066,-77.112094
24,031,701308,3023,39.122931,-77.072023
24,031,701312,6080,39.153339,-77.07963
24,031,701313,3769,39.138591,-77.081324
24,031,701314,2854,39.144822,-77.06119
24,031,701315,4566,39.157627,-77.057767
24,031,701316,6317,39.149023,-77.018702
24,031,701317,4458,39.186717,-77.048694
24,031,701407,5674,39.101388,-77.011233
24,031,701408,6301,39.117164,-76.980125
24,031,701409,4361,39.098365,-76.951391
24,031,701410,7568,39.100727,-76.925565
24,031,701414,7465,39.069865,-76.967678
24,031,701415,7499,39.083538,-76.982709
24,031,701417,5596,39.078515,-76.93538
24,031,701418,3307,39.070909,-76.947701
24,031,701420,6907,39.057307,-76.949879
24,031,701421,1347,39.047909,-76.966918
24,031,701422,2570,39.082695,-76.943556
24,031,701423,4614,39.088073,-76.937931
24,031,701503,6949,39.062448,-76.991153
24,031,701505,6771,39.032509,-76.991683
24,031,701506,4986,39.05065,-77.004914
24,031,701507,4949,39.080781,-77.012699
24,031,701508,3687,39.046571,-76.979795
24,031,701509,6269,39.039132,-76.982289
24,031,701601,1938,39.015303,-76.97556
24,031,701602,6162,39.011602,-76.983844
24,031,701701,3400,38.977208,-77.007255
24,031,701702,2417,38.990808,-77.003178
24,031,701703,3154,38.985056,-76.991507
24,031,701704,2810,38.974982,-76.998843
24,031,701800,4947,38.98326,-77.010626
24,031,701900,3053,38.994268,-77.000313
24,031,702000,5400,38.996855,-76.992451
24,031,702101,5720,39.005773,-76.99279
24,031,702102,3197,39.022405,-77.003884
24,031,702200,4338,39.008728,-77.005834
24,031,702301,3720,39.000253,-77.004355
24,031,702302,4026,39.00629,-77.013954
24,031,702401,2516,38.992304,-77.013428
24,031,702402,4506,38.992911,-77.017937
24,031,702500,4987,38.992521000000004,-77.028968
24,031,702601,3931,38.991802,-77.033165
24,031,702602,4482,38.996553,-77.041461
24,031,702700,6848,38.997728,-77.051724
24,031,702800,4620,39.003937,-77.040197
24,031,702900,5192,39.004745,-77.02789
24,031,703000,1755,39.019126,-77.024099
24,031,703100,4372,39.025896,-77.021824
24,031,703201,7356,39.083677,-77.092842
24,031,703202,5584,39.094572,-77.098453
24,031,703206,3442,39.07213,-77.05493
24,031,703207,5646,39.055471,-77.043822
24,031,703208,5301,39.044856,-77.020594
24,031,703209,5526,39.04099,-77.037404
24,031,703210,3282,39.032128,-77.015353
24,031,703212,7692,39.073563,-77.039647
24,031,703213,5887,39.09014,-77.076028
24,031,703214,6713,39.086274,-77.066138
24,031,703215,3074,39.083347,-77.056584
24,031,703216,3596,39.096717,-77.071372
24,031,703218,1899,39.106356,-77.071992
24,031,703219,3257,39.106384,-77.065479
24,031,703220,4975,39.099175,-77.055156
24,031,703221,5143,39.105853,-77.047313
24,031,703301,4765,39.070541,-77.093505
24,031,703302,4273,39.072772,-77.082552
24,031,703401,5569,39.061096,-77.078884
24,031,703402,3805,39.069425,-77.068818
24,031,703403,3683,39.061933,-77.062448
24,031,703404,3240,39.054367,-77.070168
24,031,703501,6640,39.054422,-77.087666
24,031,703502,2929,39.039592,-77.079833
24,031,703601,4640,39.041168,-77.069466
24,031,703602,2919,39.030608,-77.062726
24,031,703701,4175,39.053818,-77.062018
24,031,703702,4040,39.048359,-77.056454
24,031,703800,2943,39.037087,-77.052311
24,031,703901,2957,39.020636,-77.038551
24,031,703902,7185,39.033075,-77.040766
24,031,704000,6799,39.021689,-77.050337
24,031,704100,4661,39.016967,-77.073979
24,031,704200,2213,39.025842,-77.072703
24,031,704300,3835,39.022927,-77.088693
24,031,704401,3086,39.023325,-77.116217
24,031,704403,1510,39.016241,-77.105876
24,031,704404,5164,39.011213,-77.104146
24,031,704501,3592,39.018264,-77.13115
24,031,704502,2677,39.009223,-77.132806
24,031,704503,3931,39.006891,-77.118964
24,031,704600,5079,38.996094,-77.114387
24,031,704700,3858,38.985111,-77.107182
24,031,704803,3326,38.978176,-77.095791
24,031,704804,1508,38.983645,-77.093837
24,031,704805,1865,38.986314,-77.09526
24,031,704806,2780,38.991252,-77.098108
24,031,705000,4465,38.993273,-77.088413
24,031,705100,5090,38.993741,-77.071632
24,031,705200,3270,38.982782,-77.06606
24,031,705300,1895,38.969516,-77.079653
24,031,705400,2824,38.981991,-77.083686
24,031,705501,2493,38.963839,-77.09228
24,031,705502,3993,38.969363,-77.098343
24,031,705601,2835,38.956251,-77.099288
24,031,705602,3925,38.962004,-77.089904
24,031,705701,4614,38.965697,-77.114956
24,031,705702,4457,38.9535,-77.113607
24,031,705800,6003,38.964875,-77.140494
24,031,705901,4226,38.993104,-77.138999
24,031,705902,4164,38.977477,-77.139927
24,031,705903,4547,38.982973,-77.122586
24,031,706005,4579,39.019441,-77.187478
24,031,706007,7166,39.046926,-77.205433
24,031,706008,5330,38.996407,-77.219803
24,031,706009,5602,38.996875,-77.191823
24,031,706010,3026,39.027843,-77.164745
24,031,706011,5290,39.038734,-77.176108
24,031,706012,3130,39.027302,-77.151524
24,031,706013,2714,39.007323,-77.159839
24,033,800102,2763,39.106088,-76.855755
24,033,800103,2178,39.097584,-76.845325
24,033,800105,3465,39.106016,-76.875737
24,033,800106,2651,39.096144,-76.873801
24,033,800108,3559,39.09567,-76.861455
24,033,800109,3818,39.099172,-76.863643
24,033,800203,4252,39.109426,-76.895385
24,033,800206,3989,39.050349,-76.8329
24,033,800208,7641,39.057855000000004,-76.85298
24,033,800209,4001,39.087317,-76.849709
24,033,800210,2882,39.076352,-76.85394
24,033,800211,2940,39.080464,-76.842653
24,033,800212,4199,39.081336,-76.878338
24,033,800213,4355,39.086135,-76.865742
24,033,800214,2690,39.070485,-76.85164
24,033,800215,2634,39.068333,-76.86137
24,033,800401,2532,38.994236,-76.731068
24,033,800402,4921,38.984232,-76.744303
24,033,800403,3683,38.998342,-76.751131
24,033,800408,6808,38.974952,-76.810809
24,033,800409,6362,38.982467,-76.777806
24,033,800410,6634,39.009928,-76.774433
24,033,800411,4252,38.999532,-76.811793
24,033,800412,3272,38.982887,-76.843151
24,033,800413,3714,38.986775,-76.831767
24,033,800504,4660,38.969987,-76.73124
24,033,800505,2676,38.95796,-76.734566
24,033,800507,2943,38.923202,-76.705978
24,033,800509,9339,38.891438,-76.770036
24,033,800511,5111,38.911026,-76.728931
24,033,800513,5416,38.962621,-76.752424
24,033,800514,4672,38.958095,-76.783564
24,033,800515,3843,38.938286,-76.740098
24,033,800516,3566,38.942932,-76.732477
24,033,800517,5387,38.910902,-76.769938
24,033,800518,3178,38.929389,-76.76398
24,033,800519,4191,38.928247,-76.725113
24,033,800520,1918,38.939852,-76.721767
24,033,800601,1934,38.827898,-76.715489
24,033,800604,1738,38.847175,-76.71259
24,033,800605,5049,38.821488,-76.772629
24,033,800606,4708,38.825714,-76.763284
24,033,800607,5882,38.86096,-76.774173
24,033,800608,3555,38.859374,-76.749499
24,033,800701,5394,38.831097,-76.812462
24,033,800704,4817,38.771007,-76.786411
24,033,800705,4213,38.756642,-76.787106
24,033,800706,3550,38.788577,-76.827924
24,033,800707,2840,38.801472,-76.808306
24,033,800800,3539,38.711302,-76.752385
24,033,800900,1698,38.610045,-76.733014
24,033,801003,3607,38.682539,-76.870008
24,033,801004,4141,38.717518,-76.86356
24,033,801005,3719,38.75207,-76.832202
24,033,801006,3888,38.756315,-76.823636
24,033,801104,2973,38.800299,-76.893472
24,033,801207,4432,38.760888,-76.872402
24,033,801208,3644,38.743428,-76.889812
24,033,801209,4361,38.734756,-76.903749
24,033,801210,4103,38.769037,-76.920316
24,033,801211,3188,38.783,-76.906572
24,033,801212,3091,38.791853,-76.9153
24,033,801213,3825,38.77561,-76.939242
24,033,801214,3995,38.783731,-76.866135
24,033,801215,2386,38.765671,-76.857163
24,033,801216,3425,38.754996,-76.908737
24,033,801217,3636,38.762205,-76.891344
24,033,801302,2734,38.671479,-77.027263
24,033,801305,5569,38.76058,-76.968309
24,033,801307,3668,38.732649,-77.008333
24,033,801308,3580,38.716182,-76.999863
24,033,801309,3408,38.712027,-77.011627
24,033,801310,6143,38.658794,-77.012722
24,033,801311,5721,38.714094,-76.952355
24,033,801312,3757,38.718667,-76.981439
24,033,801313,3140,38.744352,-76.976602
24,033,801404,4812,38.783458,-77.007317
24,033,801405,4245,38.795866,-76.990014
24,033,801406,2768,38.771524,-76.984266
24,033,801407,6308,38.788868,-76.950424
24,033,801408,3411,38.801396,-76.960808
24,033,801409,2752,38.786686,-76.98415
24,033,801410,3519,38.760195,-77.017959
24,033,801411,3398,38.76998,-77.006253
24,033,801500,2506,38.810375,-76.999234
24,033,801600,2813,38.820302,-76.995956
24,033,801701,4195,38.806389,-76.94765
24,033,801702,3737,38.809405,-76.960051000000007
24,033,801704,5467,38.824546,-76.984123
24,033,801706,1522,38.824008,-76.958124
24,033,801707,6175,38.814683,-76.986582
24,033,801708,3425,38.814823,-76.967702
24,033,801801,1966,38.828741,-76.947947
24,033,801802,3855,38.834688,-76.952302
24,033,801804,2022,38.841043,-76.957839
24,033,801805,2763,38.846006,-76.956233
24,033,801807,4685,38.838611,-76.970484
24,033,801808,3689,38.832189,-76.961815
24,033,801901,4909,38.806989,-76.92619
24,033,801904,3405,38.811906,-76.905479
24,033,801905,4696,38.824957,-76.903058
24,033,801906,1966,38.8298,-76.889109
24,033,801907,3528,38.833177,-76.936206
24,033,801908,3363,38.844294,-76.943074
24,033,802001,5702,38.840523,-76.919793
24,033,802002,3747,38.847657,-76.915381
24,033,802103,3079,38.848019,-76.890018
24,033,802104,2005,38.83948,-76.882584
24,033,802106,4508,38.841326,-76.895254
24,033,802107,3560,38.84471,-76.900177
24,033,802201,1872,38.853606,-76.849596
24,033,802203,4655,38.853291,-76.875272
24,033,802204,6376,38.866592,-76.868325
24,033,802301,3674,38.857006,-76.889675
24,033,802404,4540,38.863893,-76.890963
24,033,802405,4240,38.859229,-76.930806
24,033,802406,2440,38.855198,-76.920996
24,033,802407,3695,38.859514,-76.910859
24,033,802408,1783,38.866248,-76.919617
24,033,802501,3167,38.862603,-76.945334
24,033,802502,2406,38.869419,-76.931536
24,033,802600,3280,38.875698,-76.92492
24,033,802700,2754,38.88325,-76.915202
24,033,802803,5101,38.874398,-76.908925
24,033,802804,5466,38.878721,-76.884549
24,033,802805,4895,38.894352,-76.888606
24,033,802901,3962,38.894545,-76.904212
24,033,803001,2945,38.902699,-76.909994
24,033,803002,2723,38.902569,-76.89523
24,033,803100,2627,38.908757,-76.920681
24,033,803200,3027,38.922994,-76.892288
24,033,803300,4337,38.920496,-76.885351
24,033,803401,1323,38.922457,-76.872767
24,033,803402,4631,38.915196,-76.875248
24,033,803508,4938,38.926299,-76.862042
24,033,803509,3079,38.931364,-76.879846
24,033,803512,6239,38.877899,-76.830111
24,033,803513,4470,38.888072,-76.828891
24,033,803514,4381,38.903726,-76.835568
24,033,803516,4446,38.952176,-76.812889
24,033,803519,3825,38.896003,-76.863972
24,033,803520,4305,38.938537,-76.821338
24,033,803521,4655,38.925592,-76.835105
24,033,803522,3727,38.90184,-76.811364
24,033,803523,3625,38.912624,-76.815888
24,033,803524,3295,38.90363,-76.879925
24,033,803525,2404,38.909415,-76.867827
24,033,803526,3482,38.886506,-76.808929
24,033,803527,3084,38.894465,-76.818977
24,033,803601,3491,38.939071,-76.847217
24,033,803602,1866,38.935423,-76.865123
24,033,803605,6763,38.969331,-76.882234
24,033,803606,5500,38.973346,-76.85837
24,033,803607,3405,38.967784,-76.837159
24,033,803608,5776,38.956945,-76.852176
24,033,803610,3283,38.963507,-76.882325
24,033,803612,3144,38.951944,-76.87399
24,033,803613,5074,38.957466,-76.881072
24,033,803700,2545,38.943102,-76.888414
24,033,803801,2609,38.946847,-76.903555
24,033,803803,5003,38.954249,-76.898381
24,033,803900,3593,38.949595,-76.921543
24,033,804001,5137,38.945198,-76.914529
24,033,804002,3992,38.941242,-76.927824
24,033,804101,3238,38.929299,-76.905768
24,033,804102,5974,38.937653,-76.900622
24,033,804200,3094,38.925336,-76.91612
24,033,804300,3452,38.934397,-76.925848
24,033,804400,2709,38.935801,-76.947653
24,033,804600,3002,38.943704,-76.956065
24,033,804700,3583,38.939446,-76.962588
24,033,804801,2376,38.94474,-76.969428
24,033,804802,2677,38.9507,-76.96355
24,033,804900,3879,38.951078,-76.977348
24,033,805000,5223,38.960319,-76.984128
24,033,805101,3664,38.962796,-76.973897
24,033,805201,4270,38.965968,-76.996944
24,033,805202,3820,38.972099,-76.992163
24,033,805500,3628,38.980249,-76.980259
24,033,805601,6201,38.991132,-76.984631
24,033,805602,4918,38.990073,-76.981728
24,033,805700,6143,38.991965,-76.979123
24,033,805801,4401,38.977699,-76.968769
24,033,805802,4175,38.975273,-76.974715
24,033,805904,3366,38.99649,-76.969575
24,033,805906,2820,39.00705,-76.97463
24,033,805907,3600,39.005162,-76.977005
24,033,805908,2123,38.971487,-76.95686
24,033,805909,4261,38.976316,-76.960834
24,033,806000,5071,38.961046,-76.961613
24,033,806100,4380,38.956643,-76.953822
24,033,806200,4012,38.956801,-76.945831
24,033,806300,2108,38.951628,-76.935038
24,033,806400,3411,38.973519,-76.944521
24,033,806501,5151,38.958315,-76.928178
24,033,806601,4636,38.956348,-76.915091
24,033,806602,4578,38.964822,-76.91026
24,033,806706,3755,38.982743,-76.88966
24,033,806708,4232,38.999784,-76.881694
24,033,806710,5332,38.986655,-76.87155
24,033,806711,5146,38.987035,-76.857358
24,033,806712,3053,38.997376,-76.866772
24,033,806713,3698,39.003605,-76.900822
24,033,806714,3623,39.003749,-76.905929
24,033,806800,3914,38.990032,-76.912519
24,033,806900,4134,39.01256,-76.919896
24,033,807000,4906,38.99841,-76.927389
24,033,807102,2613,38.969713,-76.931789
24,033,807200,15934,38.987215,-76.942433
24,033,807301,3289,39.011059,-76.943724
24,033,807304,1928,39.025854,-76.959739
24,033,807305,3676,39.012472,-76.966516
24,033,807404,4977,39.040033,-76.911219
24,033,807405,5858,39.036818,-76.923104
24,033,807407,6260,39.06047,-76.933666
24,033,807408,5729,39.02682,-76.885586
24,033,807409,3764,39.040419,-76.942317
24,033,807410,3953,39.043872,-76.948206
24,035,810100,3089,39.230088,-75.917719
24,035,810200,2636,39.165589,-75.837573
24,035,810300,4546,39.167189,-76.002931
24,035,810400,6053,39.058747,-76.066798
24,035,810500,4468,39.019817,-76.005354
24,035,810600,4910,38.944824,-76.159147
24,035,810700,3939,38.958391,-76.202527
24,035,810800,5824,38.994142,-76.299734
24,035,810901,4927,38.948288,-76.340739
24,035,810902,2945,38.879812,-76.351821
24,035,811000,4461,38.954862,-76.284937
24,035,990000,0,38.994388,-76.342775
24,035,990100,0,38.867541,-76.321269
24,035,990200,0,39.00586,-76.25117
24,037,875000,6101,38.468881,-76.703993
24,037,875100,5171,38.478484,-76.757361
24,037,875201,5135,38.389603,-76.739256
24,037,875202,5896,38.390704,-76.807348
24,037,875300,3266,38.273868,-76.765753
24,037,875400,7037,38.270837,-76.649913
24,037,875500,8631,38.309865,-76.611075
24,037,875600,8333,38.337718,-76.588025
24,037,875700,7470,38.373198,-76.576034
24,037,875801,1014,38.274032,-76.441793
24,037,875802,4073,38.305284,-76.492634
24,037,875901,7280,38.245673,-76.428543
24,037,875902,7638,38.249371,-76.47078
24,037,876001,4713,38.267135,-76.471205
24,037,876002,8714,38.277365,-76.504137
24,037,876100,7560,38.202894,-76.523444
24,037,876200,7119,38.16512,-76.395992
24,037,990000,0,38.108962,-76.431674
24,039,930101,7472,38.213202,-75.680456
24,039,930102,3759,38.223916,-75.723415
24,039,930200,1817,38.140887,-75.910405
24,039,930300,2539,38.112809,-75.688884
24,039,930500,4396,38.013392,-75.785322
24,039,930600,3053,37.981723,-75.847849
24,039,980400,3434,38.156429,-75.707548
24,039,990100,0,38.011948,-76.067265
24,041,960100,4495,38.866918,-76.009445
24,041,960201,4104,38.763636,-76.108908
24,041,960300,3371,38.774904,-76.07747
24,041,960400,5590,38.771743,-76.067798
24,041,960501,4752,38.794443,-76.054352
24,041,960502,3833,38.748388,-76.053764
24,041,960600,1788,38.736652,-76.181632
24,041,960700,3635,38.779735,-76.234389
24,041,960800,1920,38.761199,-76.311239
24,041,960900,4294,38.66738,-76.078862
24,041,990000,0,38.701989,-76.356656
24,043,000100,3168,39.655027,-77.703071
24,043,000200,3974,39.662362,-77.721613
24,043,000301,3415,39.65404,-77.734907
24,043,000302,2742,39.649297,-77.728202
24,043,000400,2189,39.646543,-77.720376
24,043,000500,5500,39.646138,-77.707376
24,043,000601,2410,39.639201,-77.704003
24,043,000602,3104,39.621278,-77.718761
24,043,000700,3158,39.634645,-77.719937
24,043,000800,3466,39.632545,-77.727935
24,043,000900,3625,39.64259,-77.740088
24,043,001001,4941,39.62179,-77.748249
24,043,001002,4024,39.615763,-77.764604
24,043,010100,1388,39.709574,-77.490106
24,043,010200,4423,39.691942,-77.60985
24,043,010300,7454,39.686939,-77.710388
24,043,010400,7675,39.68513,-77.763337
24,043,010500,6152,39.655369,-77.827039
24,043,010600,5033,39.660082,-77.954737
24,043,010700,3447,39.700955,-78.186495
24,043,010801,4516,39.610531,-77.803579
24,043,010802,2506,39.595511,-77.810864
24,043,010900,8188,39.557377,-77.76348
24,043,011000,6164,39.561081,-77.721268
24,043,011100,5926,39.607572,-77.693144
24,043,011201,8935,39.629439,-77.666957
24,043,011202,4200,39.654538,-77.6564
24,043,011301,5195,39.653433,-77.574737
24,043,011302,3909,39.57966,-77.632626
24,043,011400,5701,39.517404,-77.655342
24,043,011500,8006,39.431516,-77.689068
24,043,011600,2896,39.45195,-77.750334
24,045,000100,5630,38.373988,-75.582893
24,045,000200,1897,38.373454,-75.596078
24,045,000300,1323,38.368765,-75.609486
24,045,000400,4095,38.356316,-75.607545
24,045,000500,2961,38.355493,-75.592806
24,045,010101,6150,38.380914,-75.564603
24,045,010102,3226,38.356787,-75.561084
24,045,010200,6142,38.387715,-75.608388
24,045,010300,7795,38.363173,-75.651024
24,045,010400,6987,38.335369,-75.621715
24,045,010501,4501,38.32245,-75.605538
24,045,010502,8875,38.344214,-75.586301
24,045,010603,7143,38.412787,-75.534954
24,045,010604,5065,38.402033,-75.404963
24,045,010605,4162,38.308146,-75.561456
24,045,010606,4200,38.348351,-75.461481
24,045,010701,3800,38.478758,-75.739862
24,045,010702,8671,38.431012,-75.62169
24,045,010800,6110,38.332295,-75.748952
24,047,950000,2080,38.346861,-75.082323
24,047,950100,1728,38.395748,-75.064739
24,047,950300,3294,38.437834,-75.060035
24,047,950400,2975,38.349075,-75.116634
24,047,950600,3060,38.391244,-75.155055
24,047,950700,2389,38.395783,-75.171415
24,047,950800,5495,38.395651,-75.216934
24,047,950900,2017,38.328247,-75.190873
24,047,951000,4402,38.322562,-75.211641
24,047,951100,6520,38.374502,-75.146246
24,047,951200,3091,38.206423,-75.357646
24,047,951300,2816,38.169872,-75.3921
24,047,951400,3355,38.105294,-75.48749
24,047,951500,4951,38.065647,-75.564571
24,047,951700,3281,38.309204,-75.130536
24,047,980000,0,38.073071,-75.247794
24,047,990000,0,38.235454,-75.099075
24,510,010100,3022,39.281343,-76.573809
24,510,010200,3009,39.288264,-76.573839
24,510,010300,2208,39.284759,-76.58051
24,510,010400,2870,39.281525,-76.580892
24,510,010500,1724,39.288839,-76.585852
24,510,020100,1884,39.288775,-76.588806
24,510,020200,2087,39.288816,-76.591782
24,510,020300,3344,39.283094,-76.591527
24,510,030100,3065,39.288989,-76.596156
24,510,030200,2342,39.287284,-76.601687
24,510,040100,4006,39.290796,-76.616998
24,510,040200,838,39.289968,-76.623982
24,510,060100,3222,39.294604,-76.575135
24,510,060200,3265,39.294525,-76.580691
24,510,060300,1800,39.294007,-76.585408
24,510,060400,1183,39.294108,-76.589967
24,510,070100,2957,39.299032,-76.575826
24,510,070200,3782,39.299354,-76.580607
24,510,070300,1042,39.299293,-76.585345
24,510,070400,1241,39.300135,-76.594516
24,510,080101,3881,39.325262,-76.574816
24,510,080102,2508,39.31713,-76.576195
24,510,080200,1585,39.310932,-76.583871
24,510,080301,2084,39.305927,-76.581668
24,510,080302,2937,39.306315,-76.57684
24,510,080400,1564,39.305734,-76.586092
24,510,080500,1704,39.3148,-76.593275
24,510,080600,2469,39.310324,-76.593568
24,510,080700,1137,39.307314,-76.593396
24,510,080800,1281,39.303395,-76.594498
24,510,090100,4251,39.337204,-76.603927
24,510,090200,3243,39.335163,-76.591827
24,510,090300,4203,39.331757,-76.603377
24,510,090400,1586,39.323221,-76.606727
24,510,090500,1964,39.32522,-76.602464
24,510,090600,3402,39.325445,-76.590378
24,510,090700,3149,39.321045,-76.595658
24,510,090800,3073,39.314846,-76.603958
24,510,090900,2452,39.30866,-76.601222
24,510,100100,2126,39.303606,-76.604272
24,510,100200,2767,39.300124,-76.602064
24,510,100300,5237,39.299698,-76.609045
24,510,110100,3223,39.301472,-76.613464
24,510,110200,5072,39.299434,-76.616733
24,510,120100,4790,39.336458,-76.618445
24,510,120201,2033,39.328383,-76.612332
24,510,120202,6224,39.32787,-76.616252
24,510,120300,3552,39.320228,-76.612438
24,510,120400,1313,39.314433,-76.6124
24,510,120500,1751,39.309097,-76.612639
24,510,120600,3269,39.317486,-76.617718
24,510,120700,2476,39.320725,-76.622614
24,510,130100,2613,39.315264,-76.634906
24,510,130200,2775,39.312304,-76.631197
24,510,130300,2269,39.312235,-76.640178
24,510,130400,2011,39.31657,-76.647833
24,510,130600,3586,39.32834,-76.629942
24,510,130700,5192,39.336642,-76.631907
24,510,130803,2748,39.340512,-76.642418
24,510,130804,1955,39.332587,-76.638285
24,510,130805,985,39.348000999999996,-76.655234
24,510,130806,1431,39.333568,-76.64925
24,510,140100,4974,39.307827,-76.625885
24,510,140200,2853,39.303561,-76.631818
24,510,140300,2333,39.30795,-76.635546
24,510,150100,3211,39.30628,-76.642282
24,510,150200,2699,39.306995,-76.647544
24,510,150300,2478,39.307652,-76.654567
24,510,150400,3724,39.311904,-76.652181
24,510,150500,1543,39.320149,-76.65778
24,510,150600,3412,39.308778,-76.665808
24,510,150701,1696,39.316666,-76.671295
24,510,150702,2359,39.312922,-76.666938
24,510,150800,4223,39.319039,-76.677546
24,510,150900,3344,39.318838,-76.684508
24,510,151000,5214,39.333643,-76.683974
24,510,151100,6572,39.330934,-76.671821
24,510,151200,4215,39.331245,-76.659434
24,510,151300,4546,39.338181,-76.664357999999993
24,510,160100,2388,39.297638,-76.635949
24,510,160200,2515,39.299767,-76.640638
24,510,160300,1558,39.299087,-76.644305
24,510,160400,2525,39.298051,-76.647981
24,510,160500,4245,39.297798,-76.655581
24,510,160600,3509,39.296647,-76.664159
24,510,160700,5615,39.303196,-76.66769
24,510,160801,3281,39.298319,-76.68407
24,510,160802,3045,39.296356,-76.677622
24,510,170100,1602,39.296675,-76.622824
24,510,170200,3145,39.301101,-76.626492
24,510,170300,2011,39.297435,-76.630263
24,510,180100,2200,39.29161,-76.630808
24,510,180200,977,39.290486,-76.636253
24,510,180300,1909,39.287056,-76.633308
24,510,190100,1895,39.290811,-76.641799
24,510,190200,1920,39.285198,-76.640012
24,510,190300,2586,39.284555,-76.644358
24,510,200100,1846,39.290638,-76.647618
24,510,200200,2969,39.289785,-76.655466
24,510,200300,1836,39.284025,-76.648174
24,510,200400,1691,39.28574,-76.655501
24,510,200500,3142,39.280864,-76.653893
24,510,200600,2713,39.281788,-76.667594
24,510,200701,4619,39.290761,-76.676888
24,510,200702,1426,39.284908,-76.676302
24,510,200800,2282,39.281904,-76.683346
24,510,210100,2130,39.281925,-76.628923
24,510,210200,3373,39.281524,-76.63395
24,510,220100,4025,39.282409,-76.617414
24,510,230100,1953,39.275771,-76.616118
24,510,230200,2172,39.273552,-76.613546
24,510,230300,1136,39.26972,-76.614013
24,510,240100,2699,39.269783,-76.590944
24,510,240200,2564,39.274915,-76.605183
